"TIME","GEO","WASTE","STK_FLOW","WST_OPER","UNIT","Value"
"2012","European Union - 28 countries","Plastic packaging","Domestic","Waste generated","Tonne","15 101 072"
"2012","European Union - 28 countries","Plastic packaging","Domestic","Recovery","Tonne","9 871 773"
"2012","Belgium","Plastic packaging","Domestic","Waste generated","Tonne","320 423"
"2012","Belgium","Plastic packaging","Domestic","Recovery","Tonne","297 041"
"2012","Bulgaria","Plastic packaging","Domestic","Waste generated","Tonne","96 123"
"2012","Bulgaria","Plastic packaging","Domestic","Recovery","Tonne","42 416"
"2012","Czechia","Plastic packaging","Domestic","Waste generated","Tonne","211 660"
"2012","Czechia","Plastic packaging","Domestic","Recovery","Tonne","142 491"
"2012","Denmark","Plastic packaging","Domestic","Waste generated","Tonne","183 697"
"2012","Denmark","Plastic packaging","Domestic","Recovery","Tonne","182 524"
"2012","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Waste generated","Tonne","2 836 700"
"2012","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Recovery","Tonne","2 826 900"
"2012","Estonia","Plastic packaging","Domestic","Waste generated","Tonne","47 590"
"2012","Estonia","Plastic packaging","Domestic","Recovery","Tonne","20 922"
"2012","Ireland","Plastic packaging","Domestic","Waste generated","Tonne","168 582"
"2012","Ireland","Plastic packaging","Domestic","Recovery","Tonne","125 304"
"2012","Greece","Plastic packaging","Domestic","Waste generated","Tonne","184 920"
"2012","Greece","Plastic packaging","Domestic","Recovery","Tonne","59 580"
"2012","Spain","Plastic packaging","Domestic","Waste generated","Tonne","1 304 464"
"2012","Spain","Plastic packaging","Domestic","Recovery","Tonne","693 558"
"2012","France","Plastic packaging","Domestic","Waste generated","Tonne","1 997 820"
"2012","France","Plastic packaging","Domestic","Recovery","Tonne","1 277 829"
"2012","Croatia","Plastic packaging","Domestic","Waste generated","Tonne","48 263"
"2012","Croatia","Plastic packaging","Domestic","Recovery","Tonne","21 902"
"2012","Italy","Plastic packaging","Domestic","Waste generated","Tonne","2 052 000"
"2012","Italy","Plastic packaging","Domestic","Recovery","Tonne","1 473 745"
"2012","Cyprus","Plastic packaging","Domestic","Waste generated","Tonne","15 221"
"2012","Cyprus","Plastic packaging","Domestic","Recovery","Tonne","6 826"
"2012","Latvia","Plastic packaging","Domestic","Waste generated","Tonne","36 985"
"2012","Latvia","Plastic packaging","Domestic","Recovery","Tonne","14 310"
"2012","Lithuania","Plastic packaging","Domestic","Waste generated","Tonne","59 698"
"2012","Lithuania","Plastic packaging","Domestic","Recovery","Tonne","23 213"
"2012","Luxembourg","Plastic packaging","Domestic","Waste generated","Tonne","24 282"
"2012","Luxembourg","Plastic packaging","Domestic","Recovery","Tonne","21 337"
"2012","Hungary","Plastic packaging","Domestic","Waste generated","Tonne","256 912"
"2012","Hungary","Plastic packaging","Domestic","Recovery","Tonne","141 432"
"2012","Malta","Plastic packaging","Domestic","Waste generated","Tonne","10 846"
"2012","Malta","Plastic packaging","Domestic","Recovery","Tonne","3 607"
"2012","Netherlands","Plastic packaging","Domestic","Waste generated","Tonne","459 000"
"2012","Netherlands","Plastic packaging","Domestic","Recovery","Tonne","450 360"
"2012","Austria","Plastic packaging","Domestic","Waste generated","Tonne","271 808"
"2012","Austria","Plastic packaging","Domestic","Recovery","Tonne","271 808"
"2012","Poland","Plastic packaging","Domestic","Waste generated","Tonne","831 919"
"2012","Poland","Plastic packaging","Domestic","Recovery","Tonne","218 201"
"2012","Portugal","Plastic packaging","Domestic","Waste generated","Tonne","350 290"
"2012","Portugal","Plastic packaging","Domestic","Recovery","Tonne","138 043"
"2012","Romania","Plastic packaging","Domestic","Waste generated","Tonne","298 042"
"2012","Romania","Plastic packaging","Domestic","Recovery","Tonne","154 778"
"2012","Slovenia","Plastic packaging","Domestic","Waste generated","Tonne","44 841"
"2012","Slovenia","Plastic packaging","Domestic","Recovery","Tonne","43 269"
"2012","Slovakia","Plastic packaging","Domestic","Waste generated","Tonne","104 551"
"2012","Slovakia","Plastic packaging","Domestic","Recovery","Tonne","64 005"
"2012","Finland","Plastic packaging","Domestic","Waste generated","Tonne","117 239"
"2012","Finland","Plastic packaging","Domestic","Recovery","Tonne","59 769"
"2012","Sweden","Plastic packaging","Domestic","Waste generated","Tonne","213 649"
"2012","Sweden","Plastic packaging","Domestic","Recovery","Tonne","124 067"
"2012","United Kingdom","Plastic packaging","Domestic","Waste generated","Tonne","2 553 547"
"2012","United Kingdom","Plastic packaging","Domestic","Recovery","Tonne","972 536"
"2012","Iceland","Plastic packaging","Domestic","Waste generated","Tonne","11 486"
"2012","Iceland","Plastic packaging","Domestic","Recovery","Tonne","6 243"
"2012","Liechtenstein","Plastic packaging","Domestic","Waste generated","Tonne","725"
"2012","Liechtenstein","Plastic packaging","Domestic","Recovery","Tonne","725"
"2012","Norway","Plastic packaging","Domestic","Waste generated","Tonne","158 026"
"2012","Norway","Plastic packaging","Domestic","Recovery","Tonne","146 684"
"2013","European Union - 28 countries","Plastic packaging","Domestic","Waste generated","Tonne","15 004 579"
"2013","European Union - 28 countries","Plastic packaging","Domestic","Recovery","Tonne","10 220 296"
"2013","Belgium","Plastic packaging","Domestic","Waste generated","Tonne","329 325"
"2013","Belgium","Plastic packaging","Domestic","Recovery","Tonne","300 571"
"2013","Bulgaria","Plastic packaging","Domestic","Waste generated","Tonne","96 547"
"2013","Bulgaria","Plastic packaging","Domestic","Recovery","Tonne","39 930"
"2013","Czechia","Plastic packaging","Domestic","Waste generated","Tonne","215 122"
"2013","Czechia","Plastic packaging","Domestic","Recovery","Tonne","153 801"
"2013","Denmark","Plastic packaging","Domestic","Waste generated","Tonne","190 043"
"2013","Denmark","Plastic packaging","Domestic","Recovery","Tonne","186 000"
"2013","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Waste generated","Tonne","2 873 300"
"2013","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Recovery","Tonne","2 869 748"
"2013","Estonia","Plastic packaging","Domestic","Waste generated","Tonne","64 657"
"2013","Estonia","Plastic packaging","Domestic","Recovery","Tonne","45 444"
"2013","Ireland","Plastic packaging","Domestic","Waste generated","Tonne","205 310"
"2013","Ireland","Plastic packaging","Domestic","Recovery","Tonne","172 603"
"2013","Greece","Plastic packaging","Domestic","Waste generated","Tonne","181 500"
"2013","Greece","Plastic packaging","Domestic","Recovery","Tonne","58 600"
"2013","Spain","Plastic packaging","Domestic","Waste generated","Tonne","1 305 579"
"2013","Spain","Plastic packaging","Domestic","Recovery","Tonne","764 155"
"2013","France","Plastic packaging","Domestic","Waste generated","Tonne","1 979 160"
"2013","France","Plastic packaging","Domestic","Recovery","Tonne","1 270 406"
"2013","Croatia","Plastic packaging","Domestic","Waste generated","Tonne","48 747"
"2013","Croatia","Plastic packaging","Domestic","Recovery","Tonne","22 060"
"2013","Italy","Plastic packaging","Domestic","Waste generated","Tonne","2 042 615"
"2013","Italy","Plastic packaging","Domestic","Recovery","Tonne","1 503 526"
"2013","Cyprus","Plastic packaging","Domestic","Waste generated","Tonne","15 728"
"2013","Cyprus","Plastic packaging","Domestic","Recovery","Tonne","7 130"
"2013","Latvia","Plastic packaging","Domestic","Waste generated","Tonne","40 529"
"2013","Latvia","Plastic packaging","Domestic","Recovery","Tonne","14 575"
"2013","Lithuania","Plastic packaging","Domestic","Waste generated","Tonne","63 207"
"2013","Lithuania","Plastic packaging","Domestic","Recovery","Tonne","27 105"
"2013","Luxembourg","Plastic packaging","Domestic","Waste generated","Tonne","27 224"
"2013","Luxembourg","Plastic packaging","Domestic","Recovery","Tonne","23 648"
"2013","Hungary","Plastic packaging","Domestic","Waste generated","Tonne","275 500"
"2013","Hungary","Plastic packaging","Domestic","Recovery","Tonne","152 986"
"2013","Malta","Plastic packaging","Domestic","Waste generated","Tonne","11 481"
"2013","Malta","Plastic packaging","Domestic","Recovery","Tonne","2 642"
"2013","Netherlands","Plastic packaging","Domestic","Waste generated","Tonne","468 000"
"2013","Netherlands","Plastic packaging","Domestic","Recovery","Tonne","456 800"
"2013","Austria","Plastic packaging","Domestic","Waste generated","Tonne","288 714"
"2013","Austria","Plastic packaging","Domestic","Recovery","Tonne","288 714"
"2013","Poland","Plastic packaging","Domestic","Waste generated","Tonne","895 086"
"2013","Poland","Plastic packaging","Domestic","Recovery","Tonne","186 586"
"2013","Portugal","Plastic packaging","Domestic","Waste generated","Tonne","357 175"
"2013","Portugal","Plastic packaging","Domestic","Recovery","Tonne","160 588"
"2013","Romania","Plastic packaging","Domestic","Waste generated","Tonne","290 279"
"2013","Romania","Plastic packaging","Domestic","Recovery","Tonne","158 218"
"2013","Slovenia","Plastic packaging","Domestic","Waste generated","Tonne","42 050"
"2013","Slovenia","Plastic packaging","Domestic","Recovery","Tonne","53 755"
"2013","Slovakia","Plastic packaging","Domestic","Waste generated","Tonne","97 784"
"2013","Slovakia","Plastic packaging","Domestic","Recovery","Tonne","60 335"
"2013","Finland","Plastic packaging","Domestic","Waste generated","Tonne","117 750"
"2013","Finland","Plastic packaging","Domestic","Recovery","Tonne","63 751"
"2013","Sweden","Plastic packaging","Domestic","Waste generated","Tonne","222 567"
"2013","Sweden","Plastic packaging","Domestic","Recovery","Tonne","126 842"
"2013","United Kingdom","Plastic packaging","Domestic","Waste generated","Tonne","2 259 600"
"2013","United Kingdom","Plastic packaging","Domestic","Recovery","Tonne","1 049 777"
"2013","Iceland","Plastic packaging","Domestic","Waste generated","Tonne",":"
"2013","Iceland","Plastic packaging","Domestic","Recovery","Tonne",":"
"2013","Liechtenstein","Plastic packaging","Domestic","Waste generated","Tonne","713"
"2013","Liechtenstein","Plastic packaging","Domestic","Recovery","Tonne","713"
"2013","Norway","Plastic packaging","Domestic","Waste generated","Tonne","171 646"
"2013","Norway","Plastic packaging","Domestic","Recovery","Tonne","158 591"
"2014","European Union - 28 countries","Plastic packaging","Domestic","Waste generated","Tonne","15 405 371"
"2014","European Union - 28 countries","Plastic packaging","Domestic","Recovery","Tonne","10 836 904"
"2014","Belgium","Plastic packaging","Domestic","Waste generated","Tonne","329 130"
"2014","Belgium","Plastic packaging","Domestic","Recovery","Tonne","323 522"
"2014","Bulgaria","Plastic packaging","Domestic","Waste generated","Tonne","102 093"
"2014","Bulgaria","Plastic packaging","Domestic","Recovery","Tonne","65 467"
"2014","Czechia","Plastic packaging","Domestic","Waste generated","Tonne","218 871"
"2014","Czechia","Plastic packaging","Domestic","Recovery","Tonne","159 464"
"2014","Denmark","Plastic packaging","Domestic","Waste generated","Tonne","187 472"
"2014","Denmark","Plastic packaging","Domestic","Recovery","Tonne","184 187"
"2014","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Waste generated","Tonne","2 945 600"
"2014","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Recovery","Tonne","2 940 698"
"2014","Estonia","Plastic packaging","Domestic","Waste generated","Tonne","65 955"
"2014","Estonia","Plastic packaging","Domestic","Recovery","Tonne","50 084"
"2014","Ireland","Plastic packaging","Domestic","Waste generated","Tonne","276 309"
"2014","Ireland","Plastic packaging","Domestic","Recovery","Tonne","229 906"
"2014","Greece","Plastic packaging","Domestic","Waste generated","Tonne","184 400"
"2014","Greece","Plastic packaging","Domestic","Recovery","Tonne","60 410"
"2014","Spain","Plastic packaging","Domestic","Waste generated","Tonne","1 418 487"
"2014","Spain","Plastic packaging","Domestic","Recovery","Tonne","836 755"
"2014","France","Plastic packaging","Domestic","Waste generated","Tonne","2 062 443"
"2014","France","Plastic packaging","Domestic","Recovery","Tonne","1 320 129"
"2014","Croatia","Plastic packaging","Domestic","Waste generated","Tonne","49 094"
"2014","Croatia","Plastic packaging","Domestic","Recovery","Tonne","18 664"
"2014","Italy","Plastic packaging","Domestic","Waste generated","Tonne","2 081 947"
"2014","Italy","Plastic packaging","Domestic","Recovery","Tonne","1 642 442"
"2014","Cyprus","Plastic packaging","Domestic","Waste generated","Tonne","15 822"
"2014","Cyprus","Plastic packaging","Domestic","Recovery","Tonne","7 380"
"2014","Latvia","Plastic packaging","Domestic","Waste generated","Tonne","38 703"
"2014","Latvia","Plastic packaging","Domestic","Recovery","Tonne","15 097"
"2014","Lithuania","Plastic packaging","Domestic","Waste generated","Tonne","67 070"
"2014","Lithuania","Plastic packaging","Domestic","Recovery","Tonne","34 346"
"2014","Luxembourg","Plastic packaging","Domestic","Waste generated","Tonne","25 548"
"2014","Luxembourg","Plastic packaging","Domestic","Recovery","Tonne","24 064"
"2014","Hungary","Plastic packaging","Domestic","Waste generated","Tonne","258 560"
"2014","Hungary","Plastic packaging","Domestic","Recovery","Tonne","129 028"
"2014","Malta","Plastic packaging","Domestic","Waste generated","Tonne","11 179"
"2014","Malta","Plastic packaging","Domestic","Recovery","Tonne","3 752"
"2014","Netherlands","Plastic packaging","Domestic","Waste generated","Tonne","474 000"
"2014","Netherlands","Plastic packaging","Domestic","Recovery","Tonne","463 950"
"2014","Austria","Plastic packaging","Domestic","Waste generated","Tonne","291 968"
"2014","Austria","Plastic packaging","Domestic","Recovery","Tonne","291 968"
"2014","Poland","Plastic packaging","Domestic","Waste generated","Tonne","896 948"
"2014","Poland","Plastic packaging","Domestic","Recovery","Tonne","321 199"
"2014","Portugal","Plastic packaging","Domestic","Waste generated","Tonne","359 814"
"2014","Portugal","Plastic packaging","Domestic","Recovery","Tonne","174 502"
"2014","Romania","Plastic packaging","Domestic","Waste generated","Tonne","336 818"
"2014","Romania","Plastic packaging","Domestic","Recovery","Tonne","155 353"
"2014","Slovenia","Plastic packaging","Domestic","Waste generated","Tonne","44 214"
"2014","Slovenia","Plastic packaging","Domestic","Recovery","Tonne","46 575"
"2014","Slovakia","Plastic packaging","Domestic","Waste generated","Tonne","97 704"
"2014","Slovakia","Plastic packaging","Domestic","Recovery","Tonne","59 982"
"2014","Finland","Plastic packaging","Domestic","Waste generated","Tonne","116 792"
"2014","Finland","Plastic packaging","Domestic","Recovery","Tonne","79 726"
"2014","Sweden","Plastic packaging","Domestic","Waste generated","Tonne","228 390"
"2014","Sweden","Plastic packaging","Domestic","Recovery","Tonne","129 792"
"2014","United Kingdom","Plastic packaging","Domestic","Waste generated","Tonne","2 220 040"
"2014","United Kingdom","Plastic packaging","Domestic","Recovery","Tonne","1 068 462"
"2014","Iceland","Plastic packaging","Domestic","Waste generated","Tonne",":"
"2014","Iceland","Plastic packaging","Domestic","Recovery","Tonne",":"
"2014","Liechtenstein","Plastic packaging","Domestic","Waste generated","Tonne","707"
"2014","Liechtenstein","Plastic packaging","Domestic","Recovery","Tonne","707"
"2014","Norway","Plastic packaging","Domestic","Waste generated","Tonne","165 185"
"2014","Norway","Plastic packaging","Domestic","Recovery","Tonne","164 999"
"2015","European Union - 28 countries","Plastic packaging","Domestic","Waste generated","Tonne","15 926 833"
"2015","European Union - 28 countries","Plastic packaging","Domestic","Recovery","Tonne","11 359 370"
"2015","Belgium","Plastic packaging","Domestic","Waste generated","Tonne","339 690"
"2015","Belgium","Plastic packaging","Domestic","Recovery","Tonne","333 904"
"2015","Bulgaria","Plastic packaging","Domestic","Waste generated","Tonne","99 532"
"2015","Bulgaria","Plastic packaging","Domestic","Recovery","Tonne","60 537"
"2015","Czechia","Plastic packaging","Domestic","Waste generated","Tonne","247 328"
"2015","Czechia","Plastic packaging","Domestic","Recovery","Tonne","184 681"
"2015","Denmark","Plastic packaging","Domestic","Waste generated","Tonne","197 030"
"2015","Denmark","Plastic packaging","Domestic","Recovery","Tonne","192 921"
"2015","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Waste generated","Tonne","3 052 200"
"2015","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Recovery","Tonne","3 046 488"
"2015","Estonia","Plastic packaging","Domestic","Waste generated","Tonne","61 125"
"2015","Estonia","Plastic packaging","Domestic","Recovery","Tonne","46 681"
"2015","Ireland","Plastic packaging","Domestic","Waste generated","Tonne","282 148"
"2015","Ireland","Plastic packaging","Domestic","Recovery","Tonne","237 352"
"2015","Greece","Plastic packaging","Domestic","Waste generated","Tonne","183 800"
"2015","Greece","Plastic packaging","Domestic","Recovery","Tonne","68 150"
"2015","Spain","Plastic packaging","Domestic","Waste generated","Tonne","1 474 731"
"2015","Spain","Plastic packaging","Domestic","Recovery","Tonne","901 043"
"2015","France","Plastic packaging","Domestic","Waste generated","Tonne","2 133 626"
"2015","France","Plastic packaging","Domestic","Recovery","Tonne","1 372 072"
"2015","Croatia","Plastic packaging","Domestic","Waste generated","Tonne","51 959"
"2015","Croatia","Plastic packaging","Domestic","Recovery","Tonne","24 072"
"2015","Italy","Plastic packaging","Domestic","Waste generated","Tonne","2 128 496"
"2015","Italy","Plastic packaging","Domestic","Recovery","Tonne","1 746 091"
"2015","Cyprus","Plastic packaging","Domestic","Waste generated","Tonne","16 099"
"2015","Cyprus","Plastic packaging","Domestic","Recovery","Tonne","10 269"
"2015","Latvia","Plastic packaging","Domestic","Waste generated","Tonne","41 362"
"2015","Latvia","Plastic packaging","Domestic","Recovery","Tonne","16 208"
"2015","Lithuania","Plastic packaging","Domestic","Waste generated","Tonne","65 495"
"2015","Lithuania","Plastic packaging","Domestic","Recovery","Tonne","35 902"
"2015","Luxembourg","Plastic packaging","Domestic","Waste generated","Tonne","29 537"
"2015","Luxembourg","Plastic packaging","Domestic","Recovery","Tonne","27 157"
"2015","Hungary","Plastic packaging","Domestic","Waste generated","Tonne","299 790"
"2015","Hungary","Plastic packaging","Domestic","Recovery","Tonne","125 769"
"2015","Malta","Plastic packaging","Domestic","Waste generated","Tonne","12 475"
"2015","Malta","Plastic packaging","Domestic","Recovery","Tonne","3 593"
"2015","Netherlands","Plastic packaging","Domestic","Waste generated","Tonne","492 000"
"2015","Netherlands","Plastic packaging","Domestic","Recovery","Tonne","476 810"
"2015","Austria","Plastic packaging","Domestic","Waste generated","Tonne","294 888"
"2015","Austria","Plastic packaging","Domestic","Recovery","Tonne","294 888"
"2015","Poland","Plastic packaging","Domestic","Waste generated","Tonne","935 755"
"2015","Poland","Plastic packaging","Domestic","Recovery","Tonne","371 458"
"2015","Portugal","Plastic packaging","Domestic","Waste generated","Tonne","369 751"
"2015","Portugal","Plastic packaging","Domestic","Recovery","Tonne","189 684"
"2015","Romania","Plastic packaging","Domestic","Waste generated","Tonne","359 036"
"2015","Romania","Plastic packaging","Domestic","Recovery","Tonne","170 596"
"2015","Slovenia","Plastic packaging","Domestic","Waste generated","Tonne","45 090"
"2015","Slovenia","Plastic packaging","Domestic","Recovery","Tonne","35 744"
"2015","Slovakia","Plastic packaging","Domestic","Waste generated","Tonne","106 417"
"2015","Slovakia","Plastic packaging","Domestic","Recovery","Tonne","64 933"
"2015","Finland","Plastic packaging","Domestic","Waste generated","Tonne","116 530"
"2015","Finland","Plastic packaging","Domestic","Recovery","Tonne","103 588"
"2015","Sweden","Plastic packaging","Domestic","Waste generated","Tonne","230 943"
"2015","Sweden","Plastic packaging","Domestic","Recovery","Tonne","137 143"
"2015","United Kingdom","Plastic packaging","Domestic","Waste generated","Tonne","2 260 000"
"2015","United Kingdom","Plastic packaging","Domestic","Recovery","Tonne","1 081 636"
"2015","Iceland","Plastic packaging","Domestic","Waste generated","Tonne","14 806"
"2015","Iceland","Plastic packaging","Domestic","Recovery","Tonne","5 550"
"2015","Liechtenstein","Plastic packaging","Domestic","Waste generated","Tonne","786"
"2015","Liechtenstein","Plastic packaging","Domestic","Recovery","Tonne","786"
"2015","Norway","Plastic packaging","Domestic","Waste generated","Tonne","184 132"
"2015","Norway","Plastic packaging","Domestic","Recovery","Tonne","181 507"
"2016","European Union - 28 countries","Plastic packaging","Domestic","Waste generated","Tonne","16 301 000"
"2016","European Union - 28 countries","Plastic packaging","Domestic","Recovery","Tonne","12 116 000"
"2016","Belgium","Plastic packaging","Domestic","Waste generated","Tonne","343 161"
"2016","Belgium","Plastic packaging","Domestic","Recovery","Tonne","341 401"
"2016","Bulgaria","Plastic packaging","Domestic","Waste generated","Tonne","108 247"
"2016","Bulgaria","Plastic packaging","Domestic","Recovery","Tonne","56 959"
"2016","Czechia","Plastic packaging","Domestic","Waste generated","Tonne","236 891"
"2016","Czechia","Plastic packaging","Domestic","Recovery","Tonne","170 618"
"2016","Denmark","Plastic packaging","Domestic","Waste generated","Tonne","214 593"
"2016","Denmark","Plastic packaging","Domestic","Recovery","Tonne","210 480"
"2016","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Waste generated","Tonne","3 097 700"
"2016","Germany (until 1990 former territory of the FRG)","Plastic packaging","Domestic","Recovery","Tonne","3 091 387"
"2016","Estonia","Plastic packaging","Domestic","Waste generated","Tonne","64 601"
"2016","Estonia","Plastic packaging","Domestic","Recovery","Tonne","55 459"
"2016","Ireland","Plastic packaging","Domestic","Waste generated","Tonne","275 510"
"2016","Ireland","Plastic packaging","Domestic","Recovery","Tonne","219 492"
"2016","Greece","Plastic packaging","Domestic","Waste generated","Tonne","186 600"
"2016","Greece","Plastic packaging","Domestic","Recovery","Tonne","75 060"
"2016","Spain","Plastic packaging","Domestic","Waste generated","Tonne","1 526 347"
"2016","Spain","Plastic packaging","Domestic","Recovery","Tonne","943 775"
"2016","France","Plastic packaging","Domestic","Waste generated","Tonne","2 178 758"
"2016","France","Plastic packaging","Domestic","Recovery","Tonne","1 404 450"
"2016","Croatia","Plastic packaging","Domestic","Waste generated","Tonne","54 744"
"2016","Croatia","Plastic packaging","Domestic","Recovery","Tonne","22 492"
"2016","Italy","Plastic packaging","Domestic","Waste generated","Tonne","2 214 672"
"2016","Italy","Plastic packaging","Domestic","Recovery","Tonne","1 857 809"
"2016","Cyprus","Plastic packaging","Domestic","Waste generated","Tonne","16 099"
"2016","Cyprus","Plastic packaging","Domestic","Recovery","Tonne","10 269"
"2016","Latvia","Plastic packaging","Domestic","Waste generated","Tonne","40 261"
"2016","Latvia","Plastic packaging","Domestic","Recovery","Tonne","16 847"
"2016","Lithuania","Plastic packaging","Domestic","Waste generated","Tonne","65 611"
"2016","Lithuania","Plastic packaging","Domestic","Recovery","Tonne","48 824"
"2016","Luxembourg","Plastic packaging","Domestic","Waste generated","Tonne","30 901"
"2016","Luxembourg","Plastic packaging","Domestic","Recovery","Tonne","29 378"
"2016","Hungary","Plastic packaging","Domestic","Waste generated","Tonne","308 994"
"2016","Hungary","Plastic packaging","Domestic","Recovery","Tonne","166 652"
"2016","Malta","Plastic packaging","Domestic","Waste generated","Tonne","14 544"
"2016","Malta","Plastic packaging","Domestic","Recovery","Tonne","3 440"
"2016","Netherlands","Plastic packaging","Domestic","Waste generated","Tonne","503 000"
"2016","Netherlands","Plastic packaging","Domestic","Recovery","Tonne","482 100"
"2016","Austria","Plastic packaging","Domestic","Waste generated","Tonne","297 837"
"2016","Austria","Plastic packaging","Domestic","Recovery","Tonne","297 837"
"2016","Poland","Plastic packaging","Domestic","Waste generated","Tonne","1 007 369"
"2016","Poland","Plastic packaging","Domestic","Recovery","Tonne","552 329"
"2016","Portugal","Plastic packaging","Domestic","Waste generated","Tonne","378 505"
"2016","Portugal","Plastic packaging","Domestic","Recovery","Tonne","188 902"
"2016","Romania","Plastic packaging","Domestic","Waste generated","Tonne","348 794"
"2016","Romania","Plastic packaging","Domestic","Recovery","Tonne","173 972"
"2016","Slovenia","Plastic packaging","Domestic","Waste generated","Tonne","46 350"
"2016","Slovenia","Plastic packaging","Domestic","Recovery","Tonne","38 427"
"2016","Slovakia","Plastic packaging","Domestic","Waste generated","Tonne","119 409"
"2016","Slovakia","Plastic packaging","Domestic","Recovery","Tonne","69 289"
"2016","Finland","Plastic packaging","Domestic","Waste generated","Tonne","122 849"
"2016","Finland","Plastic packaging","Domestic","Recovery","Tonne","119 372"
"2016","Sweden","Plastic packaging","Domestic","Waste generated","Tonne","238 447"
"2016","Sweden","Plastic packaging","Domestic","Recovery","Tonne","147 027"
"2016","United Kingdom","Plastic packaging","Domestic","Waste generated","Tonne","2 260 000"
"2016","United Kingdom","Plastic packaging","Domestic","Recovery","Tonne","1 321 994"
"2016","Iceland","Plastic packaging","Domestic","Waste generated","Tonne","15 028"
"2016","Iceland","Plastic packaging","Domestic","Recovery","Tonne","7 077"
"2016","Liechtenstein","Plastic packaging","Domestic","Waste generated","Tonne","803"
"2016","Liechtenstein","Plastic packaging","Domestic","Recovery","Tonne","803"
"2016","Norway","Plastic packaging","Domestic","Waste generated","Tonne","206 132"
"2016","Norway","Plastic packaging","Domestic","Recovery","Tonne","204 662"
